question,tag,answer
নামজারির শুনানী সম্পর্কিত তথ্য কোথায় পাবো?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
"নামজারি, খারিজ, মিউটেশন আবেদন দাখিল হলে ভূমি অফিসে যোগাযোগ করতে হবে কিনা?",namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
আবেদন করার পর অফিসে যাওয়া লাগে কি?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
"আবেদন জমা দিয়েছি, ইউনিয়ন অফিসে গিয়ে কিছু বলা লাগে?",namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
"খারিজের ব্যাপারে জানতে চাই, মোবাইলে ফোন দিলেই চলবে?",namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
শুনানীর নোটিশ কিভাবে পাবো?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
শুনানীর চিঠি কি বাড়িতে আসে?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
পোস্ট অফিসে গিয়েই কি শুনানির নোটিশ নিতে হয়?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
শুনানির নোটিশ হাতে না পেলে পোস্ট অফিসে খোঁজ নিবো?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
পোস্ট অফিসে গিয়ে শুনানীর নোটিশ চাইতে হয় কি?,namjari_hearing_notification,"নামজারি আবেদন দাখিল হলে মোবাইলে এসএমএস যাবে ও কাগজেও নোটিশ যাবে। এসএমএস বা নোটিশে শুনানীর তারিখ ও সময় থাকবে, মোবাইল করার প্রয়োজন হবে না।"
শুনানীর দিন কি সব প্রয়োজনীয় দলিল দেখাতে হয়?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
শুনানীতে কি আবেদনকারী নিজে উপস্থিত থাকতে হবে?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
আবেদনকারী ছাড়া কি অন্য কেউ শুনানীতে যেতে পারে?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
আবেদনকারী না গেলে শুনানী হবে না কি?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
বন্ধু বা আত্মীয় কাগজ নিয়ে গেলে শুনানি হবে?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
আবেদনকারী ছাড়া কেউ গেলে কি শুনানী বাতিল হয়?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
দলিল আপলোড করা থাকলেও আবার দেখাতে হয় কেন?,namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
"কাগজ দেখাতে হবে কেন, সব তো ইতিমধ্যেই জমা আছে?",namjari_hearing_documents,"শুনানীর সময় যে সব কাগজাদি আপলোড করা হয়েছে , আবেদনকারী নিজে বা তার পক্ষে যে কাগজাদি বোঝে এমন কাউকে সব কাগজাদি নিয়ে যেতে হবে। অন্য কোন প্রয়োজনীয় কাগজাদি থাকলে তাও নেয়া ভাল।"
নামজারি মামলার প্রগ্রেস বা স্ট্যাটাস কিভাবে দেখবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।"
নামজারি আবেদন করেছি অনেকদিন কি আবস্থায় আছে জানবো কিভাবে?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।"
নামজারির আপডেট জানার জন্য কোথায় যোগাযোগ করবো?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।"
কার অফিসে বা কোন কর্মকর্তা মামলাটি আছে তা কিভাবে জানি?,namjari_status_check,"নামজারি মামলার অগ্রগতি জানতে  land,gov,bd তে প্রবেশ করে আবেদন অবস্থা বাটনে ক্লিক করে তথ্য দিলে আপনি মামলঅর অবস্ধা জানতে পারবেন।"
"নামজারি, খারিজ, মিউটেশন মামলা নামঞ্জুর হলে কি করবো?",namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
"অনলাইনে নামজারি করেছিলাম কিছুদিন আগে, এখন এর স্ট্যাটাস কিভাবে দেখবো?",namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
কেন নামঞ্জুর হলো বুঝতে পারছি না — সমাধান কী?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
নামজারি বাতিল হলে কি আবার নতুন আবেদন দিতে হবে?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
পুরাতন মামলা বাতিল হলে কি নতুনভাবে শুরু করতে হবে?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
"আমার সব ডকুমেন্ট ঠিক থাকার পরেও নামঞ্জুর করেছে, এখন পরবর্তী পদক্ষেপ কী?",namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
"আমি দুইবার নামজারির চেষ্টা করলাম, দুইবারই বাদ দিয়েছে, এখন আর কোনো পথ আছে?",namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
"বারবার আবেদন করেও নামঞ্জুর হচ্ছে, কোথায় সমস্যাটা হচ্ছে বুঝছি না — কার সাথে কথা বলবো?",namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
শুনানীর সুযোগ না দিয়ে নামঞ্জুর করায় আমি কীভাবে আপিল করবো?,namjari_rejected_appeal,"এসি ল্যান্ড নামজারি না মঞ্জুর করলে এসি (ল্যান্ড) এর নিকট ১৫০ ধারায় রিভিউ বা অতিরিক্ত জেলা প্রশাসক (রাজস্ব) এর নিকট আপিল করা যায়। মনে রাখতে হবে, একবার নামজারি নামঞ্জুর হলে দ্বিতীয় বার আবেদন করা যায় না আবার রিভিউ নামঞ্জুর হলে আপিল করা যায় না।"
"নামজারি হয়ে গেছে, এখন খতিয়ানের কপি কীভাবে পাবো?",namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
আমার নামজারি মঞ্জুর হয়েছে খতিয়ান কি আমি উঠাতে পারবো?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
ওয়েবসাইট থেকে খতিয়ান ডাউনলোড করা যাবে কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
নামজারির পর কি খতিয়ানের সফট কপি পাওয়া যায়?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
অনলাইন থেকে খতিয়ান সংগ্রহ সম্ভব কি?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
খতিয়ানের প্রিন্ট নিজে নিতে হলে কোথায় যেতে হবে?,namjari_khatian_copy,নামজারি মহ্জুর হলে আপনার মোবাইলে ১১০ টাকা জমা দেবার জন্য মেসেজ গেলে আপনি আপনার প্রোফইল হতে টাকা জমা দিলে আপনার নামে ডিসিআর ও খতিয়ান প্রস্তুত হয়ে আপনার প্রোফাইলে জমা থাকবে। আপনি আপনার মন মতো সময়ে তা প্রিন্ট নিতে পারবেন ও তা অনলাইনেও দেখাবে।
"খারিজ হয়ে গেছে, এখন খতিয়ান নিজে থেকে উঠাতে পারবো",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি শেষ হলে কি সরাসরি অনলাইনে খতিয়ান ডাউনলোড করা যায়?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"অনলাইনে নামজারি করেছিলাম, এখন খতিয়ান কপি কোথা থেকে নিতে হবে?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামের সংশোধনের জন্য কি আলাদা আবেদন লাগে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ানে জমির একর/শতক ঠিক নেই — কী করবো?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
"শ্রেণি ভুল আছে, সেটা কিভাবে সংশোধন করবো?",namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য কি করতে হবে?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
খতিয়ানে ভুল থাকলে সংশোধনের উপায় কী?,namjari_khatian_correction,নামজারি মঞ্জুর হয়েছে খতিয়ানে যে কোন ভুলের জন্য আপনি আপনার প্রোফাইল হতে সংশোধন বাটনে ক্লিক করে তথ্য দিয়ে সংশোধনের আবেদন করতে পারবেন এবং এসি (ল্যান্ড) মঞ্জুর করলে আপনি সংশোধিত খতিয়ান পাবেন।
